,parcel,abstrprd,livearea,finbsmnt,basement,yrbuilt,totunits,stories,nocars,numbdrm,numbaths,sprice,deduct,netprice,tasp,smonth,syear,condition_AVG,condition_Excel,condition_Fair,condition_Good,condition_VGood,quality_A,quality_B,quality_C,quality_D,quality_X,gartype_Att,gartype_Att/Det,gartype_CP,gartype_Det,gartype_None,gartype_att/CP,gartype_det/CP,arcstyle_BI-LEVEL,arcstyle_CONVERSIONS,arcstyle_END UNIT,arcstyle_MIDDLE UNIT,arcstyle_ONE AND HALF-STORY,arcstyle_ONE-STORY,arcstyle_SPLIT LEVEL,arcstyle_THREE-STORY,arcstyle_TRI-LEVEL,arcstyle_TRI-LEVEL WITH BASEMENT,arcstyle_TWO AND HALF-STORY,arcstyle_TWO-STORY,qualified_Q,qualified_U,status_I,status_V,before1980
17567,05352-13-034-000,1112,957,807,850,1940,1,1,1,2,2,227000,0,227000,227000,1,2012,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
17568,05352-13-051-000,1112,1045,782,782,1939,1,1,2,2,2,251900,7557,244343,244343,1,2012,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
17569,05352-13-055-000,1112,2035,896,896,1938,1,2,2,4,3,351500,0,351500,351500,7,2011,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
17570,05352-14-008-000,1112,1726,611,656,1952,1,1,2,2,3,357500,2700,354800,354800,2,2011,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
17571,05352-14-008-000,1112,1726,611,656,1952,1,1,2,2,3,260000,0,260000,260000,9,2010,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
17572,05361-01-009-000,1112,1298,726,925,1951,1,1,2,3,3,159000,0,159000,159000,10,2011,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
17573,05361-02-005-000,1112,762,0,762,1951,1,1,1,2,1,198500,1650,196850,196850,6,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
17574,05361-02-016-000,1112,1419,0,0,1951,1,1,1,3,2,289500,5000,284500,284500,8,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
17575,05361-03-005-000,1112,1191,0,0,1951,1,1,0,3,1,196000,0,196000,196000,6,2012,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
17576,05361-03-017-000,1112,1421,0,0,1951,1,1,1,3,2,215000,0,215000,215000,6,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
17577,05361-04-009-000,1112,1860,0,0,1957,1,2,2,3,3,350000,0,350000,350000,5,2012,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
17578,05361-04-009-000,1112,1860,0,0,1957,1,2,2,3,3,190000,0,190000,190000,12,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1
17579,05361-04-014-000,1112,799,0,0,1951,1,1,3,2,1,200000,4000,196000,196000,5,2012,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
17580,05361-04-015-000,1112,814,0,0,1951,1,1,1,2,1,190000,0,190000,190000,9,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
17581,05361-05-014-000,1112,1400,0,0,1952,1,1,1,3,2,282500,0,282500,282500,12,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
17582,05361-06-001-000,1112,1039,950,1039,1953,1,1,1,3,2,345000,0,345000,345000,8,2011,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
17583,05361-06-013-000,1112,980,0,0,1951,1,1,1,3,1,231000,1000,230000,230000,3,2012,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
17584,05361-06-018-000,1112,1374,0,0,1953,1,1,1,3,2,200000,0,200000,200000,3,2012,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
17585,05361-07-004-000,1112,2064,741,993,1952,1,2,2,3,3,315000,0,315000,315000,8,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
17586,05361-09-010-000,1112,1041,0,0,1951,1,1,1,3,1,224500,500,224000,224000,9,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
17587,05361-09-017-000,1112,1382,0,0,1953,1,1,1,2,2,220000,5000,215000,215000,4,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
17588,05361-11-002-000,1112,1391,0,0,1954,1,1,1,2,1,248000,6500,241500,241500,9,2010,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
17589,05361-11-004-000,1112,1029,628,1029,1953,1,1,3,3,2,128800,0,128800,128800,7,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
17590,05361-11-006-000,1112,1234,0,681,1938,1,1,2,2,2,140000,0,140000,140000,2,2011,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
17591,05361-11-006-000,1112,1234,0,681,1938,1,1,2,2,2,170000,0,170000,170000,8,2011,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
17592,05361-11-011-000,1112,1242,0,0,1952,1,1,2,3,2,255000,0,255000,255000,3,2012,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
17593,05361-11-016-000,1112,1022,715,1022,1953,1,1,0,2,2,130615,3960,126655,126655,4,2012,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
17594,05361-12-008-000,1112,1620,0,0,1952,1,1,1,3,2,311000,3600,307400,307400,11,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
17595,05361-13-005-000,1112,2239,914,914,1954,1,1,3,3,2,489900,0,489900,489900,2,2011,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
17596,05361-13-032-000,1112,1258,1132,1258,1953,1,1,2,2,3,370000,0,370000,370000,4,2012,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
17597,05361-13-037-000,1112,980,931,980,1953,1,1,1,3,2,214500,0,214500,214500,9,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
17598,05361-15-003-000,1112,1532,1050,1166,1952,1,1,1,3,3,340000,0,340000,340000,1,2012,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
17599,05361-15-008-000,1112,2436,0,0,1951,1,2,2,5,3,387000,5845,381155,381155,8,2011,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
17600,05361-17-005-000,1112,1468,300,347,1953,1,1,3,3,3,335000,0,335000,335000,8,2010,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
17601,05361-19-005-000,1112,1554,0,0,1952,1,1,1,3,2,281260,0,281260,281260,4,2012,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
17602,05361-20-007-000,1112,1038,0,0,1952,1,1,1,3,1,215000,0,215000,215000,2,2012,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
17603,05361-20-018-000,1112,1172,0,0,1954,1,1,1,2,1,120000,0,120000,120000,2,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
17604,05361-21-011-000,1112,3053,1434,1535,2009,1,2,3,4,5,748865,0,748865,748865,12,2010,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
17605,05361-21-018-000,1112,1133,0,0,1952,1,1,1,3,2,200000,0,200000,200000,9,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
17606,05361-21-018-000,1112,1133,0,0,1952,1,1,1,3,2,173000,0,173000,173000,6,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
17607,05361-21-019-000,1112,2854,0,545,2004,1,2,2,3,4,572500,4700,567800,567800,5,2011,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
17608,05361-21-022-000,1112,1027,0,0,1952,1,1,1,3,1,217500,6500,211000,211000,5,2012,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
17609,05361-21-026-000,1112,904,0,0,1952,1,1,1,2,1,193000,1550,191450,191450,1,2012,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
17610,05361-22-016-000,1112,1469,0,0,1951,1,1,2,3,2,249000,5194,243806,243806,12,2010,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
17611,05361-23-001-000,1112,1765,335,570,1955,1,1,3,3,2,335500,3000,332500,332500,9,2010,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
17612,05361-23-006-000,1112,1330,0,0,1953,1,1,0,3,2,338900,0,338900,338900,12,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
17613,05361-23-024-000,1112,1132,0,0,1953,1,1,1,3,2,265000,0,265000,265000,4,2012,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
17614,05361-24-010-000,1112,4054,1900,2376,2004,1,2,2,4,5,750000,7250,742750,742750,8,2010,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
17615,05361-24-018-000,1112,3203,1407,1630,2008,1,2,3,4,5,805000,0,805000,805000,6,2011,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
17616,05361-24-025-000,1112,1151,0,0,1953,1,1,1,3,1,180400,0,180400,180400,9,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
17617,05361-28-003-000,1112,2145,560,744,1954,1,1,2,3,4,625000,0,625000,625000,6,2011,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
17618,05361-29-003-000,1112,1699,1201,1208,1955,1,1,2,3,3,400000,0,400000,400000,10,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
17619,05361-30-003-000,1112,3366,1194,1669,2006,1,2,3,4,6,832000,0,832000,832000,9,2010,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
17620,05361-30-009-000,1112,1560,0,0,1955,1,1,2,3,2,330000,0,330000,330000,6,2011,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
17621,05361-31-010-000,1112,1726,1380,1726,1955,1,1,2,3,3,482500,0,482500,482500,1,2012,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
17622,05361-34-007-000,1112,2150,800,880,1954,1,1,2,3,3,625000,1200,623800,623800,11,2011,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
17623,05361-34-007-000,1112,2150,800,880,1954,1,1,2,3,3,347500,0,347500,347500,4,2011,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
17624,05361-34-021-000,1112,3760,0,2564,2006,1,2,2,4,4,796000,1500,794500,794500,7,2010,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
17625,05362-01-002-000,1112,1866,848,848,1957,1,1,2,3,3,550000,0,550000,550000,11,2011,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
17626,05362-01-003-000,1112,1802,0,0,1956,1,1,2,3,2,549000,0,549000,549000,6,2011,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
17627,05362-01-003-000,1112,1802,0,0,1956,1,1,2,3,2,362000,0,362000,362000,3,2011,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
17628,05362-01-006-000,1112,1964,375,375,1956,1,1,3,3,3,616750,0,616750,616750,9,2010,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
17629,05362-01-008-000,1112,1762,0,0,1955,1,1,2,3,3,415000,1000,414000,414000,4,2011,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
17630,05362-01-015-000,1112,1983,809,852,1956,1,1,2,3,4,625000,0,625000,625000,5,2012,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
17631,05362-01-025-000,1112,1441,1177,1441,1956,1,1,2,3,3,400000,0,400000,400000,4,2012,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
17632,05362-02-010-000,1112,1775,0,873,1956,1,1,2,3,2,460000,0,460000,460000,7,2010,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
17633,05362-02-017-000,1112,2067,900,1004,1957,1,1,2,3,3,625000,330,624670,624670,7,2011,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
17634,05362-02-026-000,1112,1602,419,524,1956,1,1,2,3,3,350000,0,350000,350000,6,2012,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
17635,05362-02-027-000,1112,1952,758,758,1956,1,1,2,3,3,650000,625,649375,649375,7,2011,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
17636,05362-03-007-000,1112,3285,1158,1158,1959,1,2,3,4,4,617220,0,617220,617220,1,2012,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
17637,05362-05-007-000,1112,2123,672,1024,1959,1,1,2,3,3,642500,0,642500,642500,6,2012,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
17638,05362-06-012-000,1112,2284,180,983,1960,1,1,2,4,3,428700,3000,425700,425700,2,2011,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
17639,05362-06-014-000,1112,1503,1102,1224,1960,1,1,2,3,3,105354,0,105354,105354,12,2011,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
17640,05362-08-008-000,1112,1965,560,920,1960,1,1,2,3,4,500000,0,500000,500000,10,2011,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
17641,05362-10-005-000,1112,1730,1705,1730,1961,1,1,2,3,3,495000,5000,490000,490000,12,2011,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
17642,05362-10-006-000,1112,1892,673,708,1958,1,1,2,3,3,432000,0,432000,432000,11,2011,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
17643,05362-11-004-004,1130,2956,1068,1781,1978,1,2,2,3,4,392500,0,392500,392500,11,2011,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1
17644,05362-11-005-005,1130,3099,1668,1853,1974,1,2,2,3,4,555000,0,555000,555000,8,2011,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
17645,05362-11-014-014,1130,1799,1169,1799,1974,1,1,2,2,3,382500,0,382500,382500,9,2010,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
17646,05362-11-015-015,1130,1799,900,1799,1978,1,1,2,2,3,372000,2000,370000,370000,7,2010,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
17647,05362-11-030-030,1130,1905,952,1905,1974,1,1,2,2,3,420000,0,420000,420000,11,2010,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
17648,05362-11-042-042,1130,1905,1500,1905,1974,1,1,2,2,3,450000,0,450000,450000,2,2012,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
17649,05362-11-046-046,1130,2956,1781,1781,1974,1,2,2,3,5,520000,0,520000,520000,10,2011,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
17650,05362-11-053-053,1130,2552,1276,2552,1974,1,1,2,3,4,585000,0,585000,585000,6,2012,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
17651,05362-11-055-055,1130,1799,1300,1799,1974,1,1,2,2,3,170000,0,170000,170000,12,2010,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1
17652,05362-11-057-057,1130,1905,1619,1905,1974,1,1,2,2,3,345000,0,345000,345000,5,2012,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
17653,05362-11-058-058,1130,1799,1260,1799,1974,1,1,2,2,3,410000,0,410000,410000,10,2010,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
17654,05362-11-067-067,1130,1799,1709,1799,1974,1,1,2,2,3,358000,0,358000,358000,4,2012,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
17655,05362-11-072-072,1130,1905,1430,1905,1974,1,1,2,2,3,420000,0,420000,420000,9,2010,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
17656,05362-11-084-084,1130,2956,1692,1781,1974,1,2,2,3,5,335000,0,335000,335000,8,2010,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1
17657,05362-11-085-085,1130,1799,1439,1799,1974,1,1,2,2,3,340000,0,340000,340000,3,2012,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
17658,05362-11-098-098,1130,1905,952,1905,1974,1,1,2,1,2,385000,0,385000,385000,10,2011,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
17659,05362-11-099-099,1130,1905,1832,1905,1978,1,1,2,2,3,401500,0,401500,401500,10,2010,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
17660,05362-11-103-103,1130,2552,0,2552,1978,1,1,2,3,2,446000,0,446000,446000,9,2011,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
17661,05362-11-113-113,1130,1799,1349,1799,1978,1,1,2,2,3,367000,1000,366000,366000,4,2012,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
17662,05362-11-146-146,1130,3099,900,1853,1977,1,2,2,2,4,569000,0,569000,569000,7,2010,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1
17663,05362-11-151-151,1130,1799,360,1799,1978,1,1,2,2,2,369900,0,369900,369900,5,2012,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
17664,05362-11-166-166,1130,1799,900,1799,1977,1,1,2,2,3,389000,0,389000,389000,6,2012,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
17665,05362-11-170-170,1130,2552,2042,2552,1977,1,1,2,3,3,669900,0,669900,669900,4,2011,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
17666,05362-11-178-178,1130,1799,1709,1799,1978,1,1,2,2,3,390000,0,390000,390000,3,2012,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
17667,05362-12-013-000,1112,2094,925,974,1958,1,1,2,2,3,580000,10000,570000,570000,10,2011,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
17668,05362-12-017-000,1112,1907,828,1129,1960,1,1,2,3,3,506000,0,506000,506000,9,2011,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
17669,05362-13-006-000,1112,1862,846,940,1958,1,1,2,3,4,460000,2500,457500,457500,8,2010,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
17670,05362-13-011-000,1112,1818,831,875,1958,1,1,2,3,3,464500,6000,458500,458500,10,2010,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
17671,05362-13-017-000,1112,1559,1210,1274,1959,1,1,2,3,3,404300,7000,397300,397300,5,2011,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
17672,05362-17-001-000,1112,1641,0,1088,1960,1,1,2,3,2,260000,0,260000,260000,9,2010,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
17673,05362-17-003-000,1112,2379,995,1104,1956,1,1,2,4,4,685000,0,685000,685000,3,2012,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
17674,05362-17-004-000,1112,2354,0,0,1956,1,1,2,3,3,380000,1000,379000,379000,11,2011,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
17675,05362-17-011-000,1112,1701,0,0,1956,1,1,4,3,2,380000,0,380000,380000,3,2012,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
17676,05362-19-006-000,1112,2756,1600,1687,1957,1,1,2,3,3,585000,3794,581206,581206,5,2012,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
17677,05362-19-007-000,1112,2549,842,842,1959,1,1,2,4,3,657000,0,657000,657000,3,2012,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
17678,05362-19-007-000,1112,2549,842,842,1959,1,1,2,4,3,375000,0,375000,375000,10,2011,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
17679,05362-20-003-000,1112,2123,970,1021,1958,1,1,2,3,4,665000,0,665000,665000,5,2012,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
