,parcel,nbhd,abstrprd,livearea,finbsmnt,basement,yrbuilt,condition,quality,totunits,stories,gartype,nocars,xtraffic,floorlvl,numbdrm,numbaths,arcstyle,sprice,deduct,netprice,tasp,smonth,syear,qualified,status
66,00141-37-002-000,5,1112,1279,0,0,2005,AVG,C,1,1,Att,2,,,3,2,ONE-STORY,138000,3000,135000,135000,5,2012,Q,I
67,00141-38-003-000,5,1112,1574,0,0,2005,AVG,C,1,2,Att,2,,,2,3,TWO-STORY,140000,3500,136500,136500,2,2011,Q,I
68,00141-38-010-000,5,1112,2042,0,0,2005,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,150000,0,150000,150000,10,2011,Q,I
69,00141-38-014-000,5,1112,1743,0,0,2011,AVG,C,1,2,Att,2,,,0,3,TWO-STORY,186600,0,186600,186600,4,2011,Q,I
70,00141-39-010-000,5,1112,1574,0,0,2006,AVG,C,1,2,Att,2,,,2,3,TWO-STORY,107600,0,107600,107600,10,2011,U,I
71,00141-39-010-000,5,1112,1574,0,0,2006,AVG,C,1,2,Att,2,,,2,3,TWO-STORY,157500,5280,152220,152220,2,2012,Q,I
72,00141-39-017-000,5,1112,2580,0,1133,2006,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,193000,5252,187748,187748,11,2010,Q,I
73,00141-39-020-000,5,1112,2079,0,0,2005,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,172000,0,172000,172000,5,2012,Q,I
74,00141-39-021-000,5,1112,1279,0,0,2005,AVG,C,1,1,Att,2,,,3,2,ONE-STORY,132000,0,132000,132000,12,2011,Q,I
75,00141-40-009-000,5,1112,2079,0,0,2006,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,155000,0,155000,155000,5,2012,Q,I
76,00141-42-001-000,5,1112,1804,0,0,2009,AVG,C,1,1,Att,2,,,3,3,BI-LEVEL,208000,3000,205000,205000,6,2012,Q,I
77,00141-51-010-000,5,1112,1432,0,0,2012,AVG,C,1,2,Att,2,,,2,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
78,00141-51-011-000,5,1112,1731,0,0,2012,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
79,00141-51-012-000,5,1112,1420,0,0,2012,AVG,C,1,2,Att,2,,,2,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
80,00141-51-013-000,5,1112,1731,0,0,2012,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
81,00141-51-014-000,5,1112,1743,0,0,2012,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
82,00141-51-015-000,5,1112,1731,0,0,2012,AVG,C,1,2,Att,2,,,4,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
83,00141-51-016-000,5,1112,1456,0,0,2012,AVG,C,1,1,Att,2,,,2,2,BI-LEVEL,17113000,0,17113000,17113000,12,2010,U,V
84,00141-52-016-000,5,1112,1743,0,731,2012,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
85,00141-52-017-000,5,1112,1470,0,0,2012,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
86,00141-52-018-000,5,1112,1731,0,0,2012,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
87,00141-52-019-000,5,1112,1743,0,0,2012,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
88,00141-53-001-000,5,1112,1743,0,0,2010,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,186000,0,186000,186000,3,2011,Q,I
89,00141-53-002-000,5,1112,1420,0,0,2010,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,160500,0,160500,160500,12,2010,Q,I
90,00141-53-003-000,5,1112,1743,0,0,2010,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,175700,0,175700,175700,9,2010,Q,I
91,00141-53-004-000,5,1112,1743,0,0,2010,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,187000,0,187000,187000,4,2011,Q,I
92,00141-53-005-000,5,1112,1504,0,731,2010,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,203700,0,203700,203700,9,2010,Q,I
93,00141-53-006-000,5,1112,1463,0,0,2010,AVG,C,1,1,Att,2,,,2,2,BI-LEVEL,161000,0,161000,161000,11,2010,Q,I
94,00141-53-007-000,5,1112,1743,0,0,2010,AVG,C,1,2,Att,2,,,4,3,TWO-STORY,165100,0,165100,165100,9,2010,Q,I
95,00141-53-008-000,5,1112,1432,0,667,2010,AVG,C,1,2,Att,2,,,2,3,TWO-STORY,188400,0,188400,188400,9,2010,Q,I
96,00141-53-009-000,5,1112,1749,0,731,2010,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,650000,0,650000,650000,8,2010,U,V
97,00141-53-009-000,5,1112,1749,0,731,2010,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,185000,0,185000,185000,7,2011,Q,I
98,00141-53-010-000,5,1112,1731,0,0,2010,AVG,C,1,2,Att,2,,,4,3,TWO-STORY,650000,0,650000,650000,8,2010,U,V
99,00141-53-010-000,5,1112,1731,0,0,2010,AVG,C,1,2,Att,2,,,4,3,TWO-STORY,165500,0,165500,165500,11,2010,Q,I
100,00141-53-011-000,5,1112,1420,0,0,2010,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,650000,0,650000,650000,8,2010,U,V
101,00141-53-011-000,5,1112,1420,0,0,2010,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,159800,0,159800,159800,11,2010,Q,I
102,00141-53-012-000,5,1112,1237,0,655,2010,AVG,C,1,2,Att,2,,,2,3,TWO-STORY,650000,0,650000,650000,8,2010,U,V
103,00141-53-012-000,5,1112,1237,0,655,2010,AVG,C,1,2,Att,2,,,2,3,TWO-STORY,160000,0,160000,160000,3,2011,Q,I
104,00141-53-013-000,5,1112,1731,0,0,2010,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,650000,0,650000,650000,8,2010,U,V
105,00141-53-013-000,5,1112,1731,0,0,2010,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,176000,0,176000,176000,11,2010,Q,I
106,00141-53-014-000,5,1112,1731,537,731,2011,AVG,C,1,2,Att,2,,,3,4,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
107,00141-53-014-000,5,1112,1731,537,731,2011,AVG,C,1,2,Att,2,,,3,4,TWO-STORY,213500,0,213500,213500,9,2011,Q,I
108,00141-53-015-000,5,1112,947,639,947,2010,AVG,C,1,1,Att,1,,,2,3,ONE-STORY,264000,0,264000,264000,9,2010,U,V
109,00141-53-015-000,5,1112,947,639,947,2010,AVG,C,1,1,Att,1,,,2,3,ONE-STORY,160000,0,160000,160000,4,2011,Q,I
110,00141-53-016-000,5,1112,1743,0,731,2010,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,650000,0,650000,650000,8,2010,U,V
111,00141-53-016-000,5,1112,1743,0,731,2010,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,186300,0,186300,186300,11,2010,Q,I
112,00141-53-017-000,5,1112,1420,0,0,2010,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,264000,0,264000,264000,9,2010,U,V
113,00141-53-017-000,5,1112,1420,0,0,2010,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,155600,0,155600,155600,5,2011,Q,I
114,00141-53-018-000,5,1112,1743,0,0,2010,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,264000,0,264000,264000,9,2010,U,V
115,00141-53-018-000,5,1112,1743,0,0,2010,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,204000,0,204000,204000,12,2010,Q,I
116,00141-53-019-000,5,1112,1420,0,0,2010,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,48000,0,48000,48000,11,2010,U,V
117,00141-53-019-000,5,1112,1420,0,0,2010,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,177100,0,177100,177100,2,2011,Q,I
118,00141-53-020-000,5,1112,1739,0,731,2011,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,48000,0,48000,48000,11,2010,U,V
119,00141-53-020-000,5,1112,1739,0,731,2011,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,190900,0,190900,190900,6,2011,Q,I
120,00141-53-021-000,5,1112,1432,0,0,2011,AVG,C,1,2,Att,2,,,2,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
121,00141-53-021-000,5,1112,1432,0,0,2011,AVG,C,1,2,Att,2,,,2,3,TWO-STORY,164200,0,164200,164200,10,2011,Q,I
122,00141-53-022-000,5,1112,1731,0,731,2011,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
123,00141-53-022-000,5,1112,1731,0,731,2011,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,185200,0,185200,185200,8,2011,Q,I
124,00141-53-023-000,5,1112,1731,372,731,2010,AVG,C,1,2,Att,2,,,3,4,TWO-STORY,264000,0,264000,264000,9,2010,U,V
125,00141-53-023-000,5,1112,1731,372,731,2010,AVG,C,1,2,Att,2,,,3,4,TWO-STORY,196200,0,196200,196200,12,2010,Q,I
126,00141-53-024-000,5,1112,1491,0,0,2011,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,195200,0,195200,195200,8,2011,Q,I
127,00141-53-025-000,5,1112,1731,0,731,2012,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
128,00141-53-026-000,5,1112,1432,0,0,2012,AVG,C,1,2,Att,2,,,2,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
129,00141-53-027-000,5,1112,1743,0,0,2010,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
130,00141-53-027-000,5,1112,1743,0,0,2010,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,185000,0,185000,185000,5,2012,Q,I
131,00141-53-028-000,5,1112,1420,0,0,2011,AVG,C,1,2,Att,2,,,2,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
132,00141-53-028-000,5,1112,1420,0,0,2011,AVG,C,1,2,Att,2,,,2,3,TWO-STORY,166000,0,166000,166000,12,2011,Q,I
133,00141-53-029-000,5,1112,1743,0,0,2012,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
134,00141-53-030-000,5,1112,1743,0,731,2011,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
135,00141-53-030-000,5,1112,1743,0,731,2011,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,220000,0,220000,220000,12,2011,Q,I
136,00141-54-001-000,5,1112,1743,0,0,2012,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
137,00141-54-001-000,5,1112,1743,0,0,2012,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,202600,4000,198600,198600,5,2012,Q,I
138,00141-54-002-000,5,1112,1731,537,731,2012,AVG,C,1,2,Att,2,,,4,4,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
139,00141-54-003-000,5,1112,1731,0,731,2011,AVG,C,1,2,Att,2,,,4,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
140,00141-54-003-000,5,1112,1731,0,731,2011,AVG,C,1,2,Att,2,,,4,3,TWO-STORY,192900,0,192900,192900,11,2011,Q,I
141,00141-54-004-000,5,1112,1731,537,731,2012,AVG,C,1,2,Att,2,,,3,4,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
142,00141-54-005-000,5,1112,1420,0,655,2012,AVG,C,1,2,Att,2,,,2,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
143,00141-54-005-000,5,1112,1420,0,655,2012,AVG,C,1,2,Att,2,,,2,3,TWO-STORY,182900,0,182900,182900,4,2012,Q,I
144,00141-54-006-000,5,1112,1743,0,0,2012,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
145,00141-54-006-000,5,1112,1743,0,0,2012,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,180400,0,180400,180400,4,2012,Q,I
146,00141-54-007-000,5,1112,1731,658,731,2012,AVG,C,1,2,Att,2,,,3,4,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
147,00141-54-007-000,5,1112,1731,658,731,2012,AVG,C,1,2,Att,2,,,3,4,TWO-STORY,221100,4000,217100,217100,6,2012,Q,I
148,00141-54-008-000,5,1112,1731,0,731,2012,AVG,C,1,2,Att,2,,,4,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
149,00141-54-008-000,5,1112,1731,0,731,2012,AVG,C,1,2,Att,2,,,4,3,TWO-STORY,192700,0,192700,192700,6,2012,Q,I
150,00141-54-009-000,5,1112,1371,0,0,2012,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
151,00141-54-010-000,5,1112,1432,0,667,2012,AVG,C,1,2,Att,2,,,2,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
152,00141-54-011-000,5,1112,1731,0,0,2012,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
153,00141-54-012-000,5,1112,1504,0,731,2012,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
154,00141-54-013-000,5,1112,1420,0,655,2012,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
155,00141-54-014-000,5,1112,1731,0,0,2012,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
156,00141-54-015-000,5,1112,1420,0,0,2012,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
157,00141-54-016-000,5,1112,1743,0,0,2012,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
158,00141-54-017-000,5,1112,1420,0,0,2012,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
159,00141-54-018-000,5,1112,1432,0,0,2012,AVG,C,1,2,Att,2,,,2,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
160,00141-54-018-000,5,1112,1432,0,0,2012,AVG,C,1,2,Att,2,,,2,3,TWO-STORY,187700,4000,183700,183700,6,2012,Q,I
161,00141-55-001-000,5,1112,1743,537,731,2012,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
162,00141-55-002-000,5,1112,1743,0,0,2012,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
163,00141-55-003-000,5,1112,1456,0,0,2012,AVG,C,1,1,Att,2,,,2,2,BI-LEVEL,17113000,0,17113000,17113000,12,2010,U,V
164,00141-55-004-000,5,1112,1432,0,0,2012,AVG,C,1,2,Att,2,,,2,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
165,00141-55-005-000,5,1112,1743,0,0,2012,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
166,00141-55-006-000,5,1112,1420,0,0,2012,AVG,C,1,2,Att,2,,,2,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
167,00141-55-007-000,5,1112,1731,0,0,2012,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
168,00141-55-008-000,5,1112,1743,0,0,2012,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
169,00141-55-009-000,5,1112,1432,0,655,2012,AVG,C,1,2,Att,2,,,2,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
170,00141-55-010-000,5,1112,1731,0,0,2012,AVG,C,1,2,Att,2,,,4,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
171,00141-55-011-000,5,1112,1420,0,655,2012,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
172,00141-56-001-000,5,1112,1731,0,731,2012,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
173,00141-56-002-000,5,1112,1432,0,655,2012,AVG,C,1,2,Att,2,,,2,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
174,00141-56-003-000,5,1112,1731,0,731,2012,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
175,00141-56-004-000,5,1112,1432,0,655,2012,AVG,C,1,2,Att,2,,,2,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
176,00141-56-005-000,5,1112,1743,0,0,2012,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
177,00141-56-006-000,5,1112,1420,0,655,2012,AVG,C,1,2,Att,2,,,2,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
178,00141-57-001-000,5,1112,1743,0,0,2012,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
179,00141-57-001-000,5,1112,1743,0,0,2012,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,178400,0,178400,178400,6,2012,Q,I
180,00141-57-002-000,5,1112,1743,0,731,2011,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
181,00141-57-002-000,5,1112,1743,0,731,2011,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,184800,0,184800,184800,12,2011,Q,I
182,00141-57-003-000,5,1112,1420,0,655,2012,AVG,C,1,2,Att,2,,,2,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
183,00141-57-004-000,5,1112,1731,0,0,2012,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
184,00141-57-005-000,5,1112,1504,0,0,2011,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
185,00141-57-005-000,5,1112,1504,0,0,2011,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,165600,0,165600,165600,12,2011,Q,I
186,00141-57-006-000,5,1112,1743,0,0,2012,AVG,C,1,2,Att,2,,,4,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
187,00141-57-007-000,5,1112,1731,0,0,2012,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
188,00141-57-008-000,5,1112,1731,0,0,2012,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
189,00141-57-009-000,5,1112,1743,0,0,2012,AVG,C,1,2,Att,2,,,4,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
190,00141-57-009-000,5,1112,1743,0,0,2012,AVG,C,1,2,Att,2,,,4,3,TWO-STORY,197300,0,197300,197300,6,2012,Q,I
191,00141-57-010-000,5,1112,1731,0,0,2012,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
192,00141-57-010-000,5,1112,1731,0,0,2012,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,174700,0,174700,174700,6,2012,Q,I
193,00141-57-011-000,5,1112,1731,0,0,2012,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
194,00141-57-011-000,5,1112,1731,0,0,2012,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,164100,0,164100,164100,5,2012,Q,I
195,00141-57-012-000,5,1112,1731,0,0,2012,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
196,00141-57-013-000,5,1112,1743,0,731,2012,AVG,C,1,2,Att,2,,,4,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
197,00141-58-001-000,5,1112,1743,0,0,2011,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
198,00141-58-001-000,5,1112,1743,0,0,2011,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,190000,0,190000,190000,12,2011,Q,I
199,00141-58-002-000,5,1112,1743,401,731,2012,AVG,C,1,2,Att,2,,,3,4,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
200,00141-58-002-000,5,1112,1743,401,731,2012,AVG,C,1,2,Att,2,,,3,4,TWO-STORY,206800,0,206800,206800,5,2012,Q,I
201,00141-58-003-000,5,1112,1731,0,0,2012,AVG,C,1,2,Att,2,,,4,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
202,00141-58-004-000,5,1112,1731,0,0,2012,AVG,C,1,2,Att,2,,,4,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
203,00141-58-005-000,5,1112,1731,0,731,2012,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
204,00141-58-006-000,5,1112,1432,422,655,2012,AVG,C,1,2,Att,2,,,2,4,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
205,00141-58-007-000,5,1112,1731,0,731,2012,AVG,C,1,2,Att,2,,,4,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
206,00141-58-007-000,5,1112,1731,0,731,2012,AVG,C,1,2,Att,2,,,4,3,TWO-STORY,200300,0,200300,200300,4,2012,Q,I
207,00141-58-008-000,5,1112,1743,0,0,2012,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
208,00141-58-008-000,5,1112,1743,0,0,2012,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,174400,0,174400,174400,5,2012,Q,I
209,00141-58-009-000,5,1112,1420,0,0,2012,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
210,00141-58-010-000,5,1112,1420,0,0,2012,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
211,00141-58-011-000,5,1112,1731,537,731,2012,AVG,C,1,2,Att,2,,,3,4,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
212,00141-58-012-000,5,1112,1743,0,731,2012,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
213,00141-58-012-000,5,1112,1743,0,731,2012,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,219500,0,219500,219500,5,2012,Q,I
214,00141-58-013-000,5,1112,1432,0,0,2012,AVG,C,1,2,Att,2,,,2,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
215,00141-58-013-000,5,1112,1432,0,0,2012,AVG,C,1,2,Att,2,,,2,3,TWO-STORY,190300,0,190300,190300,4,2012,Q,I
216,00141-58-014-000,5,1112,1743,537,731,2012,AVG,C,1,2,Att,2,,,3,4,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
217,00141-58-015-000,5,1112,1420,0,0,2012,AVG,C,1,2,Att,2,,,2,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
218,00141-58-016-000,5,1112,1504,0,0,2012,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
219,00141-58-017-000,5,1112,1743,0,0,2011,AVG,C,1,2,Att,2,,,4,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
220,00141-58-017-000,5,1112,1743,0,0,2011,AVG,C,1,2,Att,2,,,4,3,TWO-STORY,170100,0,170100,170100,12,2011,Q,I
221,00141-58-018-000,5,1112,1420,0,0,2012,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
222,00141-58-018-000,5,1112,1420,0,0,2012,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,167900,0,167900,167900,6,2012,Q,I
223,00141-58-019-000,5,1112,1743,0,0,2012,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
224,00141-58-020-000,5,1112,1743,0,0,2011,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
225,00141-58-020-000,5,1112,1743,0,0,2011,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,181400,0,181400,181400,12,2011,Q,I
226,00141-58-021-000,5,1112,1432,0,0,2011,AVG,C,1,2,Att,2,,,2,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
227,00141-58-021-000,5,1112,1432,0,0,2011,AVG,C,1,2,Att,2,,,2,3,TWO-STORY,185200,0,185200,185200,12,2011,Q,I
228,00141-59-002-000,5,1112,1743,0,0,2012,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
229,00141-59-002-000,5,1112,1743,0,0,2012,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,191700,0,191700,191700,3,2012,Q,I
230,00141-59-003-000,5,1112,1743,0,731,2012,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
231,00141-59-004-000,5,1112,1492,0,0,2012,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
232,00141-59-005-000,5,1112,1731,401,731,2012,AVG,C,1,2,Att,2,,,3,4,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
233,00141-59-006-000,5,1112,1731,0,0,2011,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
234,00141-59-006-000,5,1112,1731,0,0,2011,AVG,C,1,2,Att,2,,,3,3,TWO-STORY,170400,0,170400,170400,12,2011,Q,I
235,00141-59-007-000,5,1112,1420,0,0,2012,AVG,C,1,2,Att,2,,,2,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
236,00141-59-008-000,5,1112,1743,0,0,2012,AVG,C,1,2,Att,2,,,4,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
237,00141-59-010-000,5,1112,1731,0,0,2011,AVG,C,1,2,Att,2,,,4,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
238,00141-59-010-000,5,1112,1731,0,0,2011,AVG,C,1,2,Att,2,,,4,3,TWO-STORY,161200,0,161200,161200,12,2011,Q,I
239,00141-59-011-000,5,1112,1432,0,0,2012,AVG,C,1,2,Att,2,,,2,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
240,00141-59-011-000,5,1112,1432,0,0,2012,AVG,C,1,2,Att,2,,,2,3,TWO-STORY,160500,0,160500,160500,6,2012,Q,I
241,00141-59-012-000,5,1112,1420,0,655,2012,AVG,C,1,2,Att,2,,,2,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
242,00141-59-013-000,5,1112,1731,0,0,2011,AVG,C,1,2,Att,2,,,4,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
243,00141-59-013-000,5,1112,1731,0,0,2011,AVG,C,1,2,Att,2,,,4,3,TWO-STORY,182200,0,182200,182200,12,2011,Q,I
244,00141-59-014-000,5,1112,1420,0,0,2012,AVG,C,1,2,Att,2,,,2,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
245,00141-59-015-000,5,1112,1432,0,0,2011,AVG,C,1,2,Att,2,,,2,3,TWO-STORY,17113000,0,17113000,17113000,12,2010,U,V
