,parcel,nbhd,abstrprd,livearea,finbsmnt,basement,yrbuilt,condition,quality,totunits,stories,gartype,nocars,xtraffic,floorlvl,numbdrm,numbaths,arcstyle,sprice,deduct,netprice,tasp,smonth,syear,qualified,status
8761,02321-33-073-073,250,1130,1520,310,326,2008,AVG,B,1,2,Att,2,,1.0,2,3,END UNIT,400000,0,400000,403514,3,2012,Q,I
8762,02321-33-073-073,250,1130,1520,310,326,2008,AVG,B,1,2,Att,2,,1.0,2,3,END UNIT,390000,0,390000,390000,4,2011,U,I
8763,02321-33-074-074,250,1130,1479,329,346,2008,AVG,B,1,2,Att,2,,1.0,2,3,MIDDLE UNIT,365000,0,365000,378894,5,2011,Q,I
8764,02321-33-075-075,250,1130,1150,329,346,2008,AVG,B,1,2,Att,2,,1.0,2,3,MIDDLE UNIT,365000,1000,364000,377856,5,2011,Q,I
8765,02321-33-076-076,250,1130,1479,329,346,2008,AVG,B,1,2,None,0,,1.0,2,3,MIDDLE UNIT,365000,0,365000,378894,5,2011,Q,I
8766,02321-33-077-077,250,1130,1479,0,346,2008,AVG,B,1,3,Att,2,,1.0,2,3,END UNIT,365000,0,365000,378894,5,2011,Q,I
8767,02321-33-078-078,250,1130,1803,0,0,2008,AVG,B,1,3,Att,2,,1.0,2,4,END UNIT,379900,0,379900,401036,11,2010,Q,I
8768,02321-33-079-079,250,1130,1803,0,0,2008,AVG,B,1,3,Att,2,,1.0,2,4,MIDDLE UNIT,375000,0,375000,388177,6,2011,Q,I
8769,02321-33-080-080,250,1130,1803,0,0,2008,AVG,B,1,3,Att,2,,1.0,2,4,END UNIT,370000,0,370000,386252,3,2011,Q,I
8770,02322-01-003-000,245,1112,1622,0,312,1891,Good,C,1,2,CP,1,,,3,2,TWO-STORY,228900,0,228900,228900,10,2011,U,I
8771,02322-01-005-000,245,1112,1594,70,270,1891,Good,C,1,2,Det,2,,,3,2,TWO-STORY,317500,5000,312500,327768,12,2010,Q,I
8772,02322-02-002-000,245,1112,1708,0,126,1890,VGood,C,1,1,Det,1,,,3,2,ONE-STORY,190000,0,190000,190000,6,2012,U,I
8773,02322-02-014-000,245,1112,1131,384,484,1890,VGood,C,1,1,Det,3,,,2,2,ONE-STORY,325000,0,325000,332057,10,2011,Q,I
8774,02322-02-043-043,245,1130,770,0,0,2004,AVG,B,1,1,Det,1,,1.0,1,1,MIDDLE UNIT,212000,0,212000,216966,10,2011,Q,I
8775,02322-02-059-000,245,1114,798,0,0,1958,Good,C,1,1,None,0,,,2,1,END UNIT,179900,0,179900,190289,12,2010,Q,I
8776,02322-02-060-000,245,1114,768,0,0,1958,Good,C,1,1,None,0,,,2,1,MIDDLE UNIT,162500,1000,161500,170308,1,2011,Q,I
8777,02322-02-061-000,245,1114,795,0,0,1958,Good,C,1,1,None,0,,,2,1,END UNIT,187500,0,187500,200133,9,2010,Q,I
8778,02322-02-063-000,245,1114,768,0,0,1958,Good,C,1,1,None,0,,,2,1,MIDDLE UNIT,174900,0,174900,186684,9,2010,Q,I
8779,02322-02-064-000,245,1114,804,0,0,1958,Good,C,1,1,None,0,,,2,1,END UNIT,169000,0,169000,176591,4,2011,Q,I
8780,02322-03-005-000,245,1112,1701,0,509,1886,AVG,C,1,2,None,0,,,2,2,TWO-STORY,190100,0,190100,190100,1,2012,U,I
8781,02322-03-008-000,245,1112,2934,1096,1154,1898,Good,B,1,2,Det,3,,,4,4,TWO-STORY,416000,0,416000,416000,3,2012,U,I
8782,02322-03-012-000,245,1112,1600,0,800,1905,Good,C,1,2,None,0,,,3,2,TWO-STORY,390000,3200,386800,389950,3,2012,Q,I
8783,02322-03-018-000,245,1114,942,0,0,1953,AVG,C,1,1,Det,1,,,2,1,END UNIT,189400,5400,184000,190494,7,2011,Q,I
8784,02322-03-021-000,245,1112,1663,0,126,1886,Good,C,1,2,None,0,,,3,3,ONE AND HALF-STORY,375000,4500,370500,373517,3,2012,Q,I
8785,02322-03-021-000,245,1112,1663,0,126,1886,Good,C,1,2,None,0,,,3,3,ONE AND HALF-STORY,145000,0,145000,145000,4,2011,U,I
8786,02322-04-004-000,245,1112,941,365,384,1900,Good,C,1,1,None,0,,,3,1,ONE-STORY,269000,4000,265000,267877,2,2012,Q,I
8787,02322-04-004-000,245,1112,941,365,384,1900,Good,C,1,1,None,0,,,3,1,ONE-STORY,180000,0,180000,180000,8,2011,U,I
8788,02322-04-029-000,245,1112,2601,0,101,1896,AVG,C,1,2,Det,2,,,4,3,TWO-STORY,146000,0,146000,146000,1,2011,U,I
8789,02322-04-029-000,245,1112,2601,0,101,1896,AVG,C,1,2,Det,2,,,4,3,TWO-STORY,144900,0,144900,144900,8,2011,U,I
8790,02322-04-042-000,245,1112,1872,0,480,1895,Good,C,1,2,Det,2,,,3,3,TWO-STORY,402500,0,402500,407963,1,2012,Q,I
8791,02322-04-042-000,245,1112,1872,0,480,1895,Good,C,1,2,Det,2,,,3,3,TWO-STORY,120500,0,120500,120500,4,2011,U,I
8792,02322-04-047-000,245,1114,1852,890,937,2010,AVG,B,1,2,Det,2,,,2,4,END UNIT,515000,0,515000,515000,6,2012,Q,I
8793,02322-04-047-000,245,1114,1852,890,937,2010,AVG,B,1,2,Det,2,,,2,4,END UNIT,425000,0,425000,425000,5,2011,U,I
8794,02322-04-048-000,245,1114,1790,871,917,2010,AVG,B,1,2,Det,2,,,2,4,END UNIT,425000,5000,420000,431136,4,2011,Q,I
8795,02322-05-027-000,245,1114,844,0,0,1959,AVG,C,1,1,Det,1,,,2,1,END UNIT,170000,3500,166500,166500,9,2010,Q,I
8796,02322-07-004-000,245,1112,1408,0,0,1952,Good,C,1,1,Det,2,,,2,2,ONE-STORY,283900,6000,277900,291477,12,2010,Q,I
8797,02322-07-014-000,245,1112,2346,0,854,1948,Good,C,1,2,Det,3,,,3,3,TWO-STORY,235900,0,235900,235900,1,2012,U,I
8798,02322-07-020-000,245,1114,877,0,0,1951,AVG,C,1,1,Att,1,,,2,1,END UNIT,171200,0,171200,172848,3,2012,Q,I
8799,02322-07-020-000,245,1114,877,0,0,1951,AVG,C,1,1,Att,1,,,2,1,END UNIT,147900,0,147900,147900,12,2011,U,I
8800,02322-07-026-000,245,1112,1576,0,220,1895,Good,C,1,2,Det,3,,,3,3,TWO-STORY,400000,0,400000,401086,5,2012,Q,I
8801,02322-09-008-000,245,1112,1059,953,1059,1938,VGood,C,1,1,Det,1,,,2,2,ONE-STORY,360000,6000,354000,372256,11,2010,Q,I
8802,02322-09-017-000,245,1112,1222,745,828,1938,Good,C,1,1,Det,1,,,3,2,ONE-STORY,323900,799,323101,342395,8,2010,Q,I
8803,02322-09-019-000,245,1112,834,675,834,1938,Good,C,1,1,Det,2,,,2,1,ONE-STORY,295000,3000,292000,295963,1,2012,Q,I
8804,02322-09-023-000,245,1114,740,600,740,1939,Good,C,1,1,Det,1,,,1,2,END UNIT,266517,0,266517,267372,5,2012,Q,I
8805,02322-09-027-000,245,1114,1672,794,836,2008,AVG,C,1,2,Det,2,,,3,4,END UNIT,396000,0,396000,402000,10,2011,Q,I
8806,02322-09-028-000,245,1114,1626,746,785,2008,AVG,B,1,2,Det,2,,,3,4,END UNIT,410000,0,410000,413882,1,2012,Q,I
8807,02322-10-004-000,245,1112,1428,0,0,1957,Good,C,1,1,Det,5,,,3,2,ONE-STORY,250000,0,250000,250000,3,2012,U,I
8808,02322-10-011-000,245,1112,1050,132,764,1902,AVG,C,1,1,Det,3,,,2,1,ONE-STORY,235000,5400,229600,241441,11,2010,Q,I
8809,02322-13-003-000,245,1112,2188,0,193,1885,AVG,C,1,2,Det,2,,,4,2,TWO-STORY,300000,2750,297250,308546,4,2011,Q,I
8810,02322-13-006-000,245,1112,1850,0,1060,1901,AVG,C,1,2,Det,2,,,3,3,TWO-STORY,278000,0,278000,286300,7,2011,U,I
8811,02322-13-025-025,245,1130,1300,0,0,1904,AVG,C,1,1,None,0,,1.0,2,1,END UNIT,200000,2500,197500,197500,7,2011,Q,I
8812,02322-13-031-031,245,1130,780,0,0,1904,AVG,C,1,1,None,0,,2.0,0,1,MIDDLE UNIT,131000,0,131000,131000,6,2012,Q,I
8813,02322-13-048-048,245,1130,1239,0,0,1904,AVG,C,1,1,None,0,,4.0,2,1,END UNIT,130000,3750,126250,126250,12,2010,U,I
8814,02322-14-009-000,245,1112,1417,0,287,1904,AVG,C,1,2,Det,2,,,3,1,ONE AND HALF-STORY,215000,5000,210000,221400,10,2010,Q,I
8815,02322-14-011-000,245,1112,1789,0,370,1890,Good,C,1,2,Det,3,,,3,3,TWO-STORY,389800,4957,384843,404690,11,2010,Q,I
8816,02322-14-024-000,245,1114,953,272,388,1909,AVG,C,1,1,Det,1,,,2,1,END UNIT,248500,4000,244500,251560,9,2011,Q,I
8817,02322-14-025-000,245,1114,866,0,0,1947,Good,C,1,1,Det,1,,,2,1,END UNIT,210500,7000,203500,209376,9,2011,Q,I
8818,02322-14-026-000,245,1114,866,0,0,1947,Good,C,1,1,Det,1,,,2,1,END UNIT,233000,0,233000,233748,5,2012,Q,I
8819,02322-15-001-000,245,1112,1222,0,0,1953,Good,C,1,1,Att,1,,,3,2,ONE-STORY,300000,0,300000,306514,10,2011,Q,I
8820,02322-15-003-000,245,1112,1082,508,725,1910,Good,C,1,2,Det,3,,,2,2,ONE AND HALF-STORY,320000,0,320000,338240,9,2010,Q,I
8821,02322-15-005-000,245,1112,1609,0,593,1907,Good,B,1,2,Det,2,,,3,3,ONE AND HALF-STORY,425000,3000,422000,424291,4,2012,Q,I
8822,02322-15-010-000,245,1112,1476,0,0,1891,Good,C,1,2,Det,2,,,3,2,TWO-STORY,317150,0,317150,327480,6,2011,Q,I
8823,02322-15-024-000,245,1112,1382,0,691,1886,Good,C,1,2,Det,2,,,3,2,TWO-STORY,347000,3000,344000,358006,3,2011,Q,I
8824,02322-15-032-000,245,1114,1012,0,846,1896,AVG,C,1,1,None,0,,,2,2,END UNIT,237500,2246,235254,245821,4,2011,Q,I
8825,02322-15-033-000,245,1114,1012,0,846,1896,AVG,C,1,1,None,0,,,2,2,END UNIT,215000,2419,212581,218037,10,2011,Q,I
8826,02322-16-007-000,245,1112,1787,0,489,1910,Good,C,1,2,Det,1,,,3,2,TWO-STORY,385000,4000,381000,381000,6,2012,Q,I
8827,02322-17-013-000,245,1112,786,393,786,1929,Good,C,1,1,Det,1,,,2,1,ONE-STORY,268000,0,268000,270182,3,2012,Q,I
8828,02322-18-022-000,245,1114,2156,929,978,2008,AVG,B,1,3,Det,2,,,2,4,END UNIT,527500,0,527500,547481,10,2010,Q,I
8829,02322-19-010-000,245,1112,805,604,805,1952,Good,C,2,1,Det,1,,,2,2,CONVERSIONS,286000,3500,282500,289401,9,2011,Q,I
8830,02322-19-024-000,245,1112,1973,0,348,1891,Good,B,1,2,Det,3,,,3,2,TWO-STORY,410000,0,410000,426693,3,2011,Q,I
8831,02322-20-010-000,245,1112,1040,940,1040,1925,Good,C,1,1,Det,2,,,2,2,ONE-STORY,350000,1200,348800,349747,5,2012,Q,I
8832,02322-20-013-000,245,1112,1047,0,0,1900,Good,C,1,1,Det,1,,,2,1,ONE-STORY,296000,4000,292000,292793,5,2012,Q,I
8833,02322-20-019-000,245,1112,2342,0,564,1900,AVG,C,4,2,Det,1,,,4,4,CONVERSIONS,323000,6460,316540,319118,3,2012,Q,I
8834,02322-21-012-000,245,1112,1119,0,280,1900,VGood,C,1,1,Det,1,,,3,2,ONE-STORY,201500,0,201500,203141,3,2012,U,I
8835,02322-22-002-000,245,1112,1826,0,219,1896,AVG,C,2,2,Det,2,,,3,2,ONE AND HALF-STORY,305000,9000,296000,306445,5,2011,Q,I
8836,02322-22-002-000,245,1112,1826,0,219,1896,AVG,C,2,2,Det,2,,,3,2,ONE AND HALF-STORY,250300,0,250300,250300,8,2010,U,I
8837,02322-22-012-000,245,1112,1188,0,82,1886,AVG,C,1,2,None,0,,,2,2,TWO-STORY,253800,0,253800,254489,5,2012,Q,I
8838,02322-22-018-000,245,1112,1528,0,0,1890,VGood,C,2,2,None,0,,,3,2,ONE AND HALF-STORY,333000,0,333000,351077,10,2010,Q,I
8839,02322-23-003-000,245,1112,1592,0,0,1900,Good,C,1,2,Det,3,,,4,2,TWO-STORY,355000,0,355000,355000,6,2012,Q,I
8840,02322-23-009-000,245,1112,2219,0,567,1891,AVG,C,1,2,Det,1,,,4,2,TWO-STORY,343000,3000,340000,349229,8,2011,Q,I
8841,02322-23-014-000,245,1112,1626,0,289,1901,AVG,C,1,2,None,0,,,2,3,TWO-STORY,285000,4394,280606,281368,5,2012,Q,I
8842,02322-24-015-000,250,1112,2002,0,789,1896,AVG,C,1,2,None,0,,,4,2,TWO-STORY,126000,0,126000,126000,5,2011,U,I
8843,02322-25-024-000,245,1114,895,600,895,1911,Good,C,1,1,Det,1,,,2,1,END UNIT,250000,5000,245000,252860,8,2011,Q,I
8844,02322-26-003-000,245,1112,1744,0,224,1896,Good,C,1,2,Det,2,,,3,2,TWO-STORY,340000,5000,335000,350458,1,2011,Q,I
8845,02322-26-012-000,245,1112,1018,471,571,1911,AVG,C,1,1,Det,1,,,2,2,ONE-STORY,255000,3000,252000,266364,9,2010,Q,I
8846,02322-26-027-000,245,1114,767,0,0,1956,AVG,C,1,1,None,0,,,2,1,END UNIT,203000,2753,200247,200247,8,2010,Q,I
8847,02322-27-013-000,245,1112,1176,0,0,1949,Good,C,1,1,Det,3,,,3,1,ONE-STORY,295000,3464,291536,292327,5,2012,Q,I
8848,02322-28-010-000,245,1112,1296,622,655,1942,Good,C,1,1,Att,1,,,3,3,ONE-STORY,384900,5000,379900,388149,10,2011,Q,I
8849,02322-28-010-000,245,1112,1296,622,655,1942,Good,C,1,1,Att,1,,,3,3,ONE-STORY,165000,0,165000,165000,2,2011,U,I
8850,02322-28-023-000,245,1112,828,0,0,1952,AVG,C,1,1,Att,1,,,2,1,ONE-STORY,208470,4170,204300,209291,9,2011,Q,I
8851,02322-28-023-000,245,1112,828,0,0,1952,AVG,C,1,1,Att,1,,,2,1,ONE-STORY,140000,0,140000,140000,5,2011,U,I
8852,02322-29-008-000,245,1112,1176,1117,1176,1953,Good,C,1,1,Det,2,,,2,2,ONE-STORY,340000,0,340000,352920,4,2011,Q,I
8853,02322-30-020-000,245,1114,5363,0,0,2012,AVG,B,1,3,Det,5,,,3,4,END UNIT,245900,0,245900,246567,5,2012,U,I
8854,02322-30-020-000,245,1114,5363,0,0,2012,AVG,B,1,3,Det,5,,,3,4,END UNIT,200000,0,200000,200000,4,2012,U,I
8855,02322-30-021-000,245,1112,1043,0,0,1954,Good,C,1,1,None,0,,,3,1,ONE-STORY,282000,2500,279500,279500,6,2012,Q,I
8856,02322-31-008-000,260,1112,1836,872,918,1996,AVG,C,1,2,Att,2,,,3,4,TWO-STORY,355000,5900,349100,362366,4,2011,Q,I
8857,02322-31-012-000,260,1112,1666,666,833,1996,AVG,C,1,2,Att,2,,,3,4,TWO-STORY,348000,7900,340100,341946,4,2012,Q,I
8858,02322-31-019-019,245,1130,630,0,0,1948,AVG,C,1,1,None,0,,1.0,2,1,END UNIT,143000,3000,140000,140000,2,2011,Q,I
8859,02322-32-012-000,260,1112,1836,800,918,1996,AVG,C,1,2,Att,2,,,3,4,TWO-STORY,346754,0,346754,360872,3,2011,Q,I
8860,02322-33-009-000,245,1112,839,797,839,1938,AVG,C,1,1,Att,1,,,2,2,ONE-STORY,270000,0,270000,285390,9,2010,Q,I
8861,02322-34-015-000,245,1112,1228,926,975,1979,Good,C,1,1,None,0,,,3,2,ONE-STORY,299500,0,299500,300313,5,2012,Q,I
8862,02322-35-026-000,245,1112,1728,0,0,1980,AVG,C,1,1,Att,1,,,3,2,BI-LEVEL,170000,5000,165000,169926,7,2011,Q,I
8863,02322-35-028-000,245,1112,1728,0,0,1980,AVG,C,1,1,Att,1,,,4,2,BI-LEVEL,200000,5000,195000,197646,1,2012,Q,I
8864,02322-37-007-000,260,1112,1836,872,918,1995,AVG,C,1,2,Att,2,,,2,4,TWO-STORY,349900,9000,340900,355705,2,2011,Q,I
8865,02322-37-009-000,260,1112,1666,0,833,1995,Good,C,1,2,Att,2,,,2,3,TWO-STORY,355000,0,355000,374272,10,2010,Q,I
8866,02322-38-009-000,260,1112,1666,750,833,1995,AVG,C,1,2,Att,2,,,2,4,TWO-STORY,356000,2000,354000,354961,5,2012,Q,I
8867,02322-38-010-000,260,1112,1539,0,1005,1995,AVG,C,1,2,Att,2,,,2,3,TWO-STORY,332000,0,332000,335605,2,2012,Q,I
